ibgecode,mun,uf,div_regiao,distcap,ideb_2005,ideb_2007,ideb_2009,ideb_2011,mtm_2005,mtm_2007,mtm_2009,mtm_2011,lp_2005,lp_2007,lp_2009,lp_2011,pop_2005,Dpibpc_0005,pibpc_2005,pibpc_2007,pibpc_2009,pibpc_2011,idh_2000
2502508,133,PB,0,146,2.6,3.6,3.7,3.7,161.8,191.99,186.43,185,157.4,174.39,173.21,167.02,15868,4.864017633,5.709077381,5.960803877,6.579099945,7.05736224,0.43
2502706,135,PB,0,86,2.8,2.1,4.1,3.6,177.2,157.13,203.38,174.35,166.4,148.45,177.61,158.53,5072,7.063578445,1.809746652,2.034007963,1.868989997,2.570067265,0.428
2502805,140,PB,0,303,2.6,2.6,3.3,4,170.2,171.08,174.92,190.73,154.2,151.26,156.57,172.08,11549,4.130060763,5.19690881,5.759374157,6.376630151,7.291124929,0.469
2502904,142,PB,0,337,2.5,3.1,3.7,4.6,155.6,169.53,178.29,206.6,145,144.95,169.93,175.79,5769,1.609208133,0.593803433,0.739154772,0.77311551,0.835104583,0.451
2503001,148,PB,0,45,2.9,3.1,3.1,3.4,175.6,178.59,176.85,176.51,157.4,158.57,154.8,156.57,20592,12.78905081,27.99210081,24.8689606,23.98282443,28.11346045,0.407
2503100,149,PB,0,163,2.6,3.4,4.9,5.4,168,180.28,205.28,216.68,157.4,171.99,189.66,196.51,4259,0.536507109,1.099253347,1.311695138,1.472687732,1.551599945,0.47
2503209,151,PB,0,15,2.4,3.8,3.9,4.1,157,185.66,192.4,199.2,145.6,173.23,173.12,183.88,51465,19.17460164,361.8461538,352.0327068,410.0210986,419.2653685,0.599
2503308,154,PB,1,422,2.2,2.8,3.4,3.2,158,169.78,178.89,160.33,149.2,153.43,164.88,163.65,8159,0.789068184,0.119539572,0.147516618,0.154407415,0.173547035,0.394
2503407,156,PB,0,253,2.6,2.7,3.2,3.5,156,164.08,169.51,165.2,144.6,141.92,151.91,151.2,3733,4.550183071,1.266059028,1.388242894,1.489953956,1.611159737,0.413
2503506,157,PB,0,115,2.8,2.9,3.3,3.6,167,172.15,172.83,189.94,157.4,154.71,164.22,166.16,16281,-0.966423841,8.936312849,10.78114351,10.90506095,11.68583397,0.372
2503555,158,PB,0,243,2,2.7,2.9,3.5,148.4,166.49,166.33,178.17,136.4,146.44,145.35,168.66,6908,1.671869554,0.294618342,0.363577202,0.378644615,0.374023563,0.312
2503605,160,PB,0,87,2.5,3.1,3.4,4,151,164.34,170.21,178.93,145.2,145.14,170.21,163.22,7322,-1.841167757,3.190575371,3.446530007,3.514000949,3.60430622,0.425
2503704,164,PB,1,409,2.1,3,3.6,3.6,144.8,176.41,184.53,182.86,136.2,159.99,169.36,168.11,56871,-5.52059804,59.59219269,91.47637969,88.08885092,84.511895,0.528
2503803,169,PB,0,51,4.1,3.6,3.1,3.3,168.6,169.28,168.71,161.59,176.4,148.45,145.36,149.45,5310,-0.325904119,2.572384937,3.656595003,3.523984199,3.702026222,0.38
2503902,172,PB,0,233,3.1,3.2,4.2,4.5,186,182.72,194.98,207.53,162.4,163.23,178.74,190.86,5495,6.150123761,2.010663254,2.433077963,2.656147272,2.718872719,0.405
2504009,176,PB,0,113,3.1,3.3,3.8,4.2,175,181.03,190.94,194.9,163,162.65,172.7,179.7,376132,-2.031087975,298.1726711,379.505024,397.9561997,440.8947368,0.601
2504033,191,PB,0,41,2.1,2.3,2.8,2.9,156.2,158.23,173.63,161.38,146.4,142.36,156.34,158.5,4285,7.071481013,1.386390017,1.410883483,1.349820255,1.57167416,0.33
2504108,210,PB,1,385,3.5,3.7,4.5,4.4,173.4,190.02,194.31,200.71,154.2,159.39,187.83,177.86,2340,7.625212277,0.867970123,0.9599023,0.990089197,1.147475174,0.433
2504157,214,PB,0,103,2.6,3.2,3.6,4.3,179,172.94,185.38,200.68,161.6,147.39,165.1,177.78,7208,2.355202264,2.412625251,2.325611091,2.251315328,2.542214221,0.305
2504207,218,PB,0,303,2.2,2.2,3.7,3.4,173.8,166.12,189.56,170.33,158.8,144.91,169.07,163.44,4465,2.21534626,0.447401985,0.499788337,0.540733926,0.501928088,0.398
2504306,219,PB,0,330,3.1,3.4,4.1,4.1,168.4,186.96,194.69,200.3,159.2,159.27,178.22,176.42,27531,1.966585301,10.25948312,13.76248923,14.92031119,17.45493872,0.495
2504355,221,PB,0,133,3.2,3,4.1,3.7,166.2,156.72,189.27,176.13,152.2,142.13,168.08,163.84,4429,20.75716118,5.387674669,4.927672956,4.765540133,4.903304774,0.46
2504405,238,PB,1,406,2.7,2.7,3.4,4.1,154.8,162.88,174.53,193.75,135.2,140.82,164.53,168.99,17156,0.178037529,17.18346253,19.41044323,20.56649092,22.16391509,0.439
2504504,240,PB,0,303,1.8,2.2,3.1,4.4,150.2,164.96,182.48,193.06,142.8,148.53,164.12,182.07,5929,1.546527239,3.021082769,3.500501756,3.857837181,3.857142857,0.428
2504603,241,PB,0,17,2.8,3.2,3.9,4,171,176.67,191.75,189.99,160.6,159.44,170.4,172.72,20186,20.75716118,35.46555883,30.81726655,31.79210591,35.80317141,0.422
2504702,242,PB,0,212,3.4,3.5,3.6,4.4,175.8,185.86,186.12,204.74,161.2,169.83,169.01,183.73,4749,1.219211179,1.450344022,1.689411462,1.815328832,1.676976834,0.441
2504801,244,PB,0,341,2.4,2.5,3,3.1,167,155.95,183.1,181.73,142,136.36,156.96,162.65,15534,-5.183839879,3.285888078,3.614494519,4.10026424,4.37935637,0.424
2504900,257,PB,0,25,2.7,3,2.9,3,159,167.65,160.36,165.33,150,151.01,152.49,149.73,14977,2.948786562,10.59215818,9.630839595,10.88643533,11.6240417,0.406
2505006,259,PB,0,169,3,3.1,3.4,3.9,170.8,179.96,182.14,184.22,163.4,168.73,162.62,176.64,6456,2.510672071,0.203556308,0.247028881,0.264921773,0.260122724,0.41
2505105,260,PB,0,159,2.1,2.9,3.3,4.7,149.4,171.49,172.49,193.29,141.8,152.78,152.21,172.48,19435,-2.970719466,3.111234818,3.89801787,3.968784065,4.027820861,0.432
2505204,262,PB,0,77,2.3,3.2,3.3,3.3,173.6,197.3,167.01,168.42,154.2,163.56,151.64,148.04,7420,3.38867109,0.835940699,0.928462096,0.989934457,0.999156312,0.408
2505238,261,PB,0,48,2.2,3.2,2.9,3.5,172,185.49,179.82,180.91,177,172.53,155.85,174.65,6348,19.37290656,4.522178036,5.173482428,6.099749844,5.16007533,0.328
2505279,268,PB,0,63,2.7,3.2,3.6,3.9,159.8,174.76,175.17,205.41,159.4,153.95,167.98,185.42,5610,3.913697579,3.587864721,3.856155365,4.766761996,4.292560322,0.308
2505303,270,PB,1,372,2.7,3,3.4,3.9,145.4,163.53,173.91,191.51,135.4,144.99,157.37,180.64,2571,1.740532729,0.502326218,0.571689975,0.67087808,0.714935989,0.41
2505352,273,PB,0,131,2.4,3.2,3.6,4.1,156.8,182.59,179.79,189.91,152.2,157.28,158.21,170.57,4427,20.75716118,1.470013947,1.278249015,1.294057076,1.435223977,0.295
2505402,276,PB,0,247,2.7,2.6,3.1,3.7,165.4,163.1,174.62,185.1,154.4,147.96,157.15,164.45,8339,-6.344084237,2.881854437,3.307856634,3.39696214,3.519695613,0.385
2505709,282,PB,0,74,3.3,3.4,4.2,4.1,173.6,178.93,186.75,172.72,153.8,159.41,165.71,159.18,11345,0.778920915,1.248176918,1.302635588,1.445276371,1.416714739,0.31
2505808,285,PB,0,78,2.3,3,2.2,3.8,183.2,177.4,154.39,176.89,158.6,150.32,149.9,157.5,3031,-1.062009249,2.688782991,2.823608769,3.114276465,2.969498911,0.409
2505907,288,PB,0,315,2.8,3.1,3.1,3,154.8,170.77,158.71,147.94,153.8,150.51,134.1,137.54,3018,4.919110452,0.095457559,0.107066146,0.116563021,0.116836773,0.405
2506004,293,PB,0,110,3.6,4.3,4.5,4.8,173.4,188.33,193.39,196,160.8,172.87,173.94,178.9,28524,3.087556954,4.724913141,5.806939718,6.254082529,6.279942995,0.474
2506103,299,PB,0,104,3,2.8,3.4,3.9,155,154.48,178.4,191.4,148.2,136.41,156.08,188.13,11076,3.277732888,2.051657143,2.161063986,2.269129288,2.10543131,0.403
2506301,346,PB,0,75,2.7,3.3,3.4,3.6,161,167.52,174.41,181.5,155.6,153.86,163.25,162.79,52775,2.563116663,10.19172113,12.30507855,13.08824152,13.48098779,0.516
2506400,350,PB,0,62,2,2.2,2.6,2.9,154.4,150.7,157.47,158.69,146.2,135.17,144.05,148.67,13330,-0.252275681,7.488472059,8.332858161,8.946593632,9.783022191,0.371
2506707,370,PB,0,294,2,2.7,3.1,3.1,139.6,152.5,164.6,168.92,129.4,140.77,150.19,148.38,11680,1.571702893,1.782501468,1.819252153,2.011957672,2.067698259,0.338
2506806,373,PB,0,84,2.2,3.8,3.1,3.2,154.8,197.57,167.48,173.93,143.8,177.16,156.34,156.39,17181,1.632523313,14.31829831,13.59218559,14.06542056,15.10476566,0.423
2506905,388,PB,0,57,2.9,2.8,3.3,3.2,167.2,165.5,182.42,162.85,151,147.41,168.2,152.04,24419,-2.608378625,9.176583085,10.72035324,11.64547677,11.66101695,0.466
2507002,402,PB,1,364,2.7,2.9,3,3.4,151,155.12,157.74,168.93,140.2,142.08,146.36,153.78,21943,-2.092602676,19.1804203,22.68972332,25.32936697,27.26625239,0.489
2507101,403,PB,0,53,1.9,2.6,2.9,3.2,155.2,173.04,174.16,169.03,146.2,152.31,159.66,154.57,15384,4.017263332,0.389446976,0.466681848,0.524858205,0.55913457,0.394
2507200,407,PB,0,89,2.6,2.5,2.9,3,168,172.67,168.04,163.34,154,143.16,161.23,154.11,9520,4.99614885,0.486325837,0.644109613,0.71236771,0.739433823,0.387
2507309,412,PB,0,73,2.2,2.9,4.3,4.8,157.8,175.94,211.03,208.96,148,157.38,181.86,185.38,14477,2.158173712,1.536213864,1.584360391,1.620464316,1.639768318,0.367
2507408,433,PB,0,331,2.6,2.6,3.4,3.7,192.4,163.46,197.46,179.39,153.6,146.01,171.26,172.14,7520,-1.201131512,0.525098518,0.635346756,0.67017839,0.696049296,0.452
2507507,440,PB,0,0,2.9,3.5,4,4.6,172.4,184.32,197.63,201.73,163.2,169.93,181.16,186.61,660798,-1.273897163,104.7965984,128.4481158,135.3205053,130.8190761,0.644
2507606,446,PB,0,80,2.3,3.3,3.7,3.2,150.8,172.02,173.58,165.69,143.4,155.03,163.9,148.39,6995,-0.354765402,0.312649366,0.347441567,0.335551522,0.336846782,0.412
2507705,447,PB,0,190,3,4.2,3.9,4,162.4,207.11,192.61,191.69,157.4,187.36,177.86,175.72,15597,1.35332953,1.656979337,1.948059361,2.085160598,2.411102288,0.409
2507804,454,PB,0,205,2.4,2.9,3.5,3.5,154.2,164.49,171.85,179.92,138.6,141.26,166.99,153.97,6093,3.210458267,0.253741019,0.338198043,0.354760891,0.337865997,0.432
2507903,458,PB,0,50,2.4,2.6,3.3,3.6,157.6,158.19,183.31,190.68,148.4,144.52,159.78,165.84,9799,8.142387957,0.94073316,0.943485447,1.073616623,1.080643719,0.387
2508208,463,PB,0,75,3.3,3.3,3.9,NA,175.2,173.89,184.66,NA,166.4,153.16,175.84,NA,6938,-0.739554263,0.805608011,0.968099274,0.9846717,1.004023926,0.418
2508307,477,PB,0,110,2.6,3.7,4.4,4.3,154.2,178.39,200.93,203.07,152.8,166.77,181,178.88,25717,1.143891311,0.57569255,0.635217059,0.707162262,0.701069491,0.461
2508505,487,PB,0,232,3,3.5,4.5,NA,174.8,180.42,196.61,NA,169.2,161.97,177,NA,7335,2.179870359,0.974558115,0.976130455,1.025031197,1.06766277,0.392
2508604,489,PB,0,24,2.7,3.3,3.5,4.1,177.8,167.39,184.87,179.49,164.4,156.37,167.01,169,11043,20.75716118,3.098785929,3.343248005,3.40698753,3.083705846,0.391
2508703,499,PB,0,284,2.2,2.7,3.5,4.1,159,170.24,183.94,205.4,149,144.66,158.89,187.91,3415,6.091766094,0.308646657,0.341250913,0.36669478,0.39514218,0.357
2508901,502,PB,0,42,2.1,2.9,3,3.8,162,173.04,172.2,175.28,153.4,156.73,156.11,161.55,40602,-0.753960792,7.69579003,9.357551091,10.91849138,11.20685079,0.424
2509008,503,PB,0,369,2.1,2.4,3,3.6,161.6,173.84,185.65,186.37,150,148.55,156.46,157.33,9908,-3.671072843,0.200537493,0.291299511,0.311495356,0.312006534,0.375
2509057,509,PB,0,42,1.8,2.4,2.5,2.8,162.6,156.26,158.08,164.29,151,145.11,142.51,148.53,6708,-3.805155183,0.388047762,0.419909529,0.459157425,0.436068999,0.341
2509107,514,PB,0,51,2.7,3.7,4.1,3.6,160.6,175.78,183.57,177.72,155.6,160.41,162.64,165.07,20639,2.291290951,0.774581516,0.897412264,0.943889503,0.959057425,0.394
2509156,515,PB,0,386,3.3,3.5,3,3.7,162.4,206.29,180.1,178.75,154.4,172,160.59,178.11,5446,1.396716314,0.205690751,0.264587551,0.278467403,0.315456081,0.412
2509206,520,PB,0,103,2.5,4,3.8,3.4,164.2,199.6,192.7,178.2,156.4,171.42,167.82,159.94,11488,-6.130457813,0.460852831,0.580297103,0.623897923,0.65778121,0.408
2509305,521,PB,0,60,2.1,2.8,3.8,3.1,161.2,176.83,192.05,172.93,152.6,161.7,175.36,151.55,6201,11.00196369,2.53719465,2.722620704,2.799897751,3.245643811,0.385
2509370,523,PB,0,323,2.7,2.5,3.2,3.5,173.4,174.27,174.37,175.52,146.4,158.87,159.2,169.71,2564,3.878634824,0.102300042,0.126909226,0.126035503,0.120901953,0.364
2509396,524,PB,0,275,2.3,3.5,4.1,4,168.2,180.71,199.41,194.51,155.6,163.42,175.29,172.65,5196,10.54507026,0.707046579,0.803116803,0.854186472,0.929957068,0.341
2509404,537,PB,0,71,3.1,3.1,3.4,3.5,164.2,159.87,178.59,175.3,166,146.11,152.39,167,13191,0.313419183,0.461434201,0.476179987,0.493655203,0.527013697,0.391
2509503,542,PB,0,116,3.5,3.4,3.8,3.9,177.8,174.51,183.18,182.47,161.8,156.96,169.04,166.92,4052,-3.329163072,0.047172766,0.053316497,0.056031192,0.052303401,0.449
2509701,548,PB,0,263,3.9,3.9,3.8,4.5,181.4,179.64,177.43,187.55,157.6,158.67,164.13,171.17,28085,-0.296497025,2.583202159,4.361517709,4.414721624,4.465576365,0.452
2509800,558,PB,0,67,2.2,2.5,3.6,3.5,178.6,181.04,199.75,179.95,160.4,165.39,188.45,159.49,7995,-4.635327976,0.550480313,0.663864547,0.691806261,0.6992602,0.402
2509909,561,PB,0,96,2.5,3.2,3.4,3.7,157.4,176.83,172.89,175.52,139.2,161.62,160.83,158.69,9897,-4.74790713,1.376835857,1.751609773,1.898872536,1.926310093,0.378
2510006,564,PB,0,383,2.3,3.4,3.2,3.4,159.6,203.48,176.78,175.18,149.6,157.95,155.97,163.22,7179,1.704663268,1.432616239,1.55694866,1.758305127,2.535163862,0.394
2510105,570,PB,0,165,2.1,3,3.2,4.4,157.6,170.96,178.03,200.62,152,149.84,162.38,176.12,10777,-3.646733606,0.098907899,0.125728657,0.1274492,0.136769269,0.423
2510204,571,PB,0,353,2.2,2.5,2.6,3.6,155.2,159.22,185.06,183.82,148.6,144.65,160.25,162.07,6619,0.6606612,0.59634468,0.646958499,0.652709062,0.676768847,0.382
2510303,572,PB,0,179,2.2,2.6,4.2,3.6,154.6,172.94,225.39,204.41,157.8,160.64,193.47,181.65,3732,4.485181776,0.804636172,0.930816816,1.084489895,1.148899756,0.425
2510402,581,PB,0,319,3.5,3.3,3.8,3.3,177.2,181.21,209.59,166.03,160.2,150.83,162.69,154.55,7030,-1.478595947,0.407861235,0.504624659,0.54702781,0.544303797,0.39
2510501,584,PB,0,153,2.5,3.7,3.9,4.6,153.2,176.09,190.36,207.2,143.6,155.33,175.45,182.77,3070,2.978476071,0.307066469,0.363344883,0.392806982,0.393447642,0.441
2510808,623,PB,0,267,2.6,3.2,3.9,4.2,151.6,174.43,181.26,180.28,141.6,158.05,162.04,165.7,98316,-4.0474079,0.81609876,0.893810146,0.995953112,0.967219373,0.557
2510907,629,PB,0,311,3,3.8,3.9,4.4,177,196.41,181.9,197.16,164.4,164.1,162.12,176.31,11430,0.367183117,1.505203816,1.614195561,1.728476821,1.916219742,0.415
2511004,633,PB,1,356,2.6,3.2,3.5,5,176.8,177.66,183.07,220.96,157,157.28,157.73,185.75,3771,1.563364647,0.197375615,0.199199498,0.213157074,0.199979125,0.426
2511103,635,PB,0,182,1.7,3.6,4.8,5.2,139.4,191.18,218.22,220.12,123.4,165.84,181.2,191.36,6579,-0.060214031,1.045385626,1.270410156,1.360905045,1.405905077,0.402
2511202,637,PB,0,42,2.1,2.7,3.4,4.1,147.8,176.83,177.88,190.26,138.4,163.46,163.24,171.98,26073,0.399324814,10.5272954,9.358284634,11.07172753,9.753758797,0.401
2511301,650,PB,0,339,2.1,3.3,3.8,3.4,138.6,173.68,185.01,168.16,130.6,160.33,169.74,157.97,14190,-3.765146619,1.256166889,1.812674372,2.005132783,1.833399112,0.475
2511400,652,PB,0,177,2.6,3.3,3.6,5.1,161.4,178.61,186.36,207.36,148,161.5,165.14,189.04,18821,-2.210515039,1.209173851,1.515186765,1.545998443,1.541494708,0.433
2511509,653,PB,0,47,2.3,2.8,2.8,3,151.8,160.04,165.35,161.58,146.2,148.4,148.39,153.01,10741,3.248275928,1.003587495,1.319595836,1.409385113,1.252201258,0.4
2511608,654,PB,0,95,1.6,3.1,3.8,4.3,146.4,182.25,194.12,220.26,135.2,157.73,159.7,179.2,7741,-3.000773619,1.139676588,1.232954545,1.297984973,1.22245456,0.354
2511707,655,PB,0,78,2.4,3.5,3.4,3.4,144.2,172.75,169.26,173.14,140.8,147.08,159.3,158.68,5454,-4.341838413,0.268164279,0.585611423,0.749710397,0.623290438,0.405
2511806,663,PB,0,79,2.5,2.8,3.7,3.5,154.8,159.08,189.74,176.35,144.2,139.24,164.88,149.63,10108,3.282217939,0.694523093,0.818465575,0.852697186,0.859249158,0.46
2511905,664,PB,0,40,1.7,2.5,3.2,3.4,136.4,154.05,173.26,169.15,122,138.51,152.72,151.16,16724,-0.913954991,1.227217893,1.227788662,1.257247446,1.233449477,0.429
2512002,666,PB,0,132,2.4,2.9,3.7,4.6,154.6,170.57,185.73,202.91,142.6,155.46,162.63,187,15117,-2.664805311,1.513908842,1.800256492,2.018588264,1.995499445,0.426
2512077,669,PB,1,408,2.1,2.7,4.3,4.2,152.6,190.23,198.63,193.91,141.6,163.2,183.25,176.38,3153,2.198030947,0.15697479,0.214479668,0.273499324,0.270901951,0.422
2512101,670,PB,0,327,3.2,3.5,4.1,5.1,176,187.28,210.47,219.45,157.8,174.76,188.57,187.8,33020,0.11113507,3.038816618,3.632288857,3.821314582,3.963531855,0.472
2512200,680,PB,0,253,2.8,3.6,4.2,4.1,164.4,180.37,195.51,203.64,144.6,156.67,177.64,174.51,3496,0.972960208,2.912280702,2.968582649,2.810810811,3.227748691,0.434
2512309,684,PB,0,352,2.6,3.1,3.5,4.5,160,177.38,182.89,195.55,147.4,157.05,160.85,170.46,19008,0.844533305,3.025655537,3.306580622,3.58327514,3.631661442,0.466
2512408,686,PB,0,121,2.9,3.5,3.4,3.8,163.4,173.34,177.47,181.54,147.6,163.6,155.29,171.36,12237,1.387932278,1.011581292,1.051589108,1.257228445,1.228242725,0.436
2512507,688,PB,0,117,2.9,2.9,3.6,4.3,158.8,176.36,182.13,195.44,163.6,155.81,167.11,176.68,38210,5.353007921,2.769635838,3.186880817,3.351672598,3.357853889,0.431
2512705,702,PB,0,371,2.3,2.9,3.7,3.8,157.2,172.22,184.43,188.47,155.2,158.01,167.63,169.44,14737,-3.927270667,0.897292041,1.119135497,1.209826403,1.255033319,0.436
2512747,704,PB,0,106,2.5,3.3,3.9,4.4,153,175.76,189.29,198.83,147.6,152.59,162.34,171.39,3013,5.239297353,0.18750223,0.242873307,0.246951112,0.235384985,0.362
2512754,705,PB,0,90,2.2,2.7,2.8,3.6,142.4,182.53,162.73,171.69,134.8,153.12,144.71,161.19,4052,-0.628919605,0.092763863,0.107568667,0.116037837,0.121336544,0.394
2512762,706,PB,0,44,2,3.2,3.4,3.7,154.6,193.19,181.89,176.03,157.8,170.06,168.52,163.09,4343,1.722549451,1.325660013,1.357348703,1.441984184,1.344618056,0.381
2512903,720,PB,0,42,2.4,3.2,3.2,3.8,160.4,176.39,182.08,186.21,149.6,158.05,170.47,178.77,22675,6.378672743,2.441411936,2.23300686,2.260114412,2.454649236,0.447
2513208,733,PB,0,359,2.5,3.7,4.7,4.4,159,204.62,220.88,199.44,141.4,155.06,174.9,178.67,5883,-4.179251628,0.62329793,0.734753491,0.843166542,0.676380211,0.476
2513307,739,PB,1,419,2.4,3,4.9,4.2,150.2,174.89,213.8,197.74,151.4,167.93,207.56,185.06,6197,1.982179108,2.00085966,2.349459946,2.650515238,2.466488533,0.44
2513356,740,PB,1,411,3.3,2.8,2.1,NA,170.8,172.77,142.18,NA,150,150.81,126.31,NA,3235,-2.802329871,0.080102409,0.085842729,0.089972455,0.077470951,0.336
2513406,742,PB,0,229,2.4,3.4,3.6,4.2,143.4,157.16,166.02,186.96,132.2,145.66,157.09,163.75,14621,2.530475907,1.032468875,1.171902947,1.220451139,1.20634865,0.524
2513604,757,PB,0,346,3.4,3.8,3.8,2.7,177.2,179.75,189.26,151.76,178.8,163.17,166.93,142.83,7768,-2.109188749,0.389933795,0.445894894,0.508812566,0.534485389,0.448
2513653,758,PB,1,405,3,3.1,3.5,3.2,172,163.72,180.55,160.82,163.8,150.74,162.03,152.2,2600,-1.885353945,0.228808984,0.231548398,0.301854432,0.248310735,0.425
2513703,747,PB,0,13,2.3,2.6,3.1,3.5,152.2,166.96,176.92,177.47,144.6,152.14,162.92,164.5,129271,0.86166817,12.3600632,13.36272321,15.22108731,15.70169348,0.472
2513802,749,PB,0,285,2.7,3.3,3.7,4.1,152.6,176.22,174.72,185.32,154.6,159.24,162.84,173.01,4608,2.921812283,0.587316112,0.689580475,0.738035981,0.769564903,0.42
2513901,767,PB,0,294,1.7,2.6,3,3.7,155.4,183.31,198.79,210.45,140.8,162.11,171.23,186.77,29136,-1.259570996,3.206079341,4.293560227,4.903205004,5.462251572,0.424
2513927,766,PB,0,318,3.1,3.2,4,4.4,172.6,185.28,182.29,204.56,156,171.55,165.15,193.52,3841,2.177680404,0.010734765,0.01244088,0.013404335,0.014106161,0.369
2513984,777,PB,0,361,2.8,4.5,3.8,4.1,148.4,214.2,189.05,186.41,146.6,163.53,153.74,180.6,3585,-0.821069629,0.361145877,0.413858085,0.474605591,0.516825895,0.403
2514008,790,PB,0,187,3,2.9,3.9,4.4,156.2,176.1,199.89,200.8,152,157.7,175.83,171.76,4689,0.000482517,0.333856209,0.335650098,0.351665272,0.328370234,0.463
2514206,798,PB,0,365,1.9,3.6,3.5,3.2,161,228.8,211.26,193.74,139.2,196.67,175.53,174.85,6892,-0.210841034,0.89589169,1.151333333,1.306693126,1.381112985,0.341
2514453,815,PB,0,59,2.1,2.8,3.3,3.6,159.4,165.11,176.73,177.07,153,159.86,163.07,174.56,4990,-0.712482362,0.555594211,0.677260083,0.748260013,0.658359038,0.357
2514503,802,PB,1,402,2.2,3.3,3.3,3.9,162.6,176.73,178.36,198.58,152.6,164.76,150.76,174.89,18033,-1.383658377,1.181280043,1.658728173,1.890096033,2.034306146,0.416
2514602,805,PB,0,270,2.4,2.7,3,3.7,146.2,150.1,157.81,169.74,136.6,135.74,144.91,152.03,2791,0.072509009,0.290851132,0.342518945,0.384852573,0.403821575,0.401
2514651,806,PB,0,293,2.6,3.5,3.8,4.4,152.4,175.15,182.88,185.22,137.2,166.98,155.48,175.68,1548,1.642554214,0.168197395,0.19356213,0.193100678,0.192464624,0.394
2514701,812,PB,0,217,2.5,3.1,3.9,3.8,141,173.91,183.59,176.18,142,146.79,166.76,161.2,3842,2.267536606,0.187089132,0.221002759,0.253899853,0.247788568,0.482
2514909,821,PB,0,248,3.5,3.6,4.5,4.7,170.6,183.66,200.24,204.88,161.2,164.52,180.7,185.54,7703,2.431497584,0.528506441,0.6414334,0.701510549,0.715706262,0.489
2515005,824,PB,0,41,2.8,3.1,2.9,2.8,153.8,165.73,162.35,158.97,147.2,154.28,147.35,153.29,6576,-3.312791967,0.859354598,0.964670014,1.024317912,0.893411272,0.374
2515104,833,PB,0,111,2.9,3.5,3.9,4.4,186.8,193.89,201.08,198.27,173.2,175.47,177.42,184.78,10798,-1.677587592,1.173127948,1.077750907,1.107752666,1.131828271,0.443
2515203,834,PB,0,263,2.6,2.9,3,3.7,172.6,172.44,175.79,183.37,151.8,150.36,158.31,167.02,2984,-4.024872982,0.354679491,0.485022668,0.596846298,0.582320351,0.453
2515302,839,PB,0,41,2.1,2.6,3.2,3.5,159.6,163.46,171.43,171.36,149.8,149.62,156.55,159.62,47240,-2.552867099,6.316443307,7.580276609,8.504561912,8.124244739,0.406
2515500,846,PB,0,203,3.4,3.6,3.6,3.9,186.2,178.54,173.88,183.4,168.6,161.19,165.77,167.05,12209,0.923461344,0.78006784,0.87750839,0.994898128,0.967813935,0.476
2515609,847,PB,0,80,2.9,3,3.1,4.2,161.4,153.23,171.19,175.47,143.2,144.2,152.32,168.7,3269,-1.523938239,0.014548386,0.015711501,0.016865189,0.018172596,0.455
2515807,852,PB,0,90,2.2,2.8,3.1,3,164.6,178.72,172.5,180.29,143.4,150.95,154.61,158.28,7308,1.326459299,1.291804484,1.154856839,1.173751663,1.218097448,0.407
2515906,854,PB,0,90,2,2.9,2.9,3.5,148.6,174.32,170.03,185.84,138,161.8,159.2,178.97,5019,-1.271416473,0.22856224,0.231797849,0.207620413,0.236900051,0.383
2515971,866,PB,0,41,2.4,3,4.6,4.1,157.2,177.2,215.19,185.74,139.4,162.75,176.82,164.85,6425,-2.709797791,1.284965544,1.81430423,1.901072987,1.893890675,0.409
2516003,869,PB,0,85,2.4,2.7,3.4,3.6,167,171.58,183.9,183.05,155.6,158.8,167.51,168.06,31957,1.781278416,1.825219377,2.036118469,2.057960784,2.072657744,0.428
2516102,870,PB,0,166,2.2,3.5,3.3,3.6,154,178,178.76,183.34,139.4,155.26,156.16,172.33,12616,7.47222395,2.235950413,2.253663553,2.519893899,3.04207764,0.442
2516151,873,PB,0,158,2.2,2.6,3.1,4.6,137.4,164.73,165.44,196.14,129,153.8,149.57,183.61,2728,-4.331450185,0.24295685,0.308420943,0.311939547,0.33316934,0.393
2516201,874,PB,0,374,2.9,3.2,3.4,3.5,169.8,180,186.16,182.53,163.2,164.7,166.58,166.31,63358,-1.491936117,5.035805012,6.690756001,8.937758609,9.151631746,0.508
2516300,875,PB,0,231,2.8,3.4,4,3.9,155.8,177.24,188.39,180.9,148.4,155.46,175.9,170,14679,-4.409003142,0.552002963,0.720208838,0.731466089,0.678917313,0.469
2516409,179,PB,0,110,1.9,2.4,4.1,3.6,132.8,159.68,207.03,179.61,129.2,139.83,171.38,151.31,8750,1.158868441,0.044679114,0.051981229,0.052725183,0.060566908,0.379
2516607,893,PB,0,338,2.8,3.5,4.2,3.9,159.4,179.66,197.14,184.48,149.8,163.48,176.39,163.22,13109,-1.164424764,0.317636675,0.371896245,0.410711515,0.425906916,0.379
2516706,894,PB,0,264,2.2,2.9,3.5,4.3,166.4,172.13,185.69,191.1,151.8,153.6,163.34,167.9,12393,-1.673594887,0.651162791,0.834787724,0.854857529,0.88445985,0.427
2516755,898,PB,0,196,3.2,3.8,2.7,3.4,194.8,217.2,167.64,183.38,184.8,177.19,149.28,163.8,2559,-1.188560081,0.016169595,0.020306403,0.021525558,0.020703851,0.386
