ibgecode,mun,uf,div_regiao,distcap,ideb_2005,ideb_2007,ideb_2009,ideb_2011,mtm_2005,mtm_2007,mtm_2009,mtm_2011,lp_2005,lp_2007,lp_2009,lp_2011,pop_2005,Dpibpc_0005,pibpc_2005,pibpc_2007,pibpc_2009,pibpc_2011,idh_2000
2613206,784,PE,0,187,2.3,2.7,3.3,4.4,152,176.33,189.2,198.71,145.4,157.42,165.28,175.69,20265,2.625323424,2.213691531,2.932951816,3.121997429,3.123455957,0.398
2613305,796,PE,0,110,2.9,3.3,3.6,4.1,173,185.92,185.32,196.51,167.4,166.4,164.24,177.22,21440,-6.344084237,2.802458232,2.883157978,3.271929825,3.859014396,0.365
2613404,797,PE,0,98,2.9,3.3,2.8,3.3,160.2,168.55,159.31,165.61,152.8,151.79,144.9,146.1,15498,2.914088507,4.466055669,5.352414399,6.116718696,6.403713441,0.474
2613503,804,PE,1,428,3.2,3.4,3.5,3.8,171.6,176.86,179.61,185.94,160,160.53,158.89,165.07,32051,0.410147034,2.902407817,2.998072369,3.159645586,3.301742124,0.439
2613602,809,PE,0,272,3.4,4,4.2,4.6,166.6,183.85,188.14,195.67,159.4,163.9,170.7,185.31,29964,-0.77696681,1.380213994,1.657591025,1.632264218,1.740694311,0.508
2613701,817,PE,0,16,2.8,3,3.5,3.6,161.8,170.45,177.84,174.69,158.4,153.45,159.04,159.03,93247,2.322316859,6.919004809,6.97888483,8.182873056,9.001391089,0.53
2613800,838,PE,0,85,3.1,2.7,2.8,3.3,171.2,166.47,163.67,170.09,160.4,150.77,148.27,152.27,17152,1.621847931,0.613889404,0.584156783,0.570599582,0.675600607,0.416
2613909,853,PE,0,377,2.9,3.1,3.3,4,161,165.54,174.98,179.21,149.4,148.25,157.07,161.44,70017,3.153881948,6.989230769,9.323570058,9.925195676,12.47630322,0.499
2614006,857,PE,1,487,2.6,2.9,3.7,3.5,163.6,171.14,185.94,171.82,151.2,154.01,168.56,156.55,17121,0.860402007,10.43316413,13.00637233,14.76366843,15.30236635,0.41
2614105,858,PE,0,263,3.1,3.1,3.2,4.3,176,173.2,174.7,192.68,159.4,153.65,160.88,176.37,31749,0.958559494,2.991649695,3.298253844,3.976219206,4.385099321,0.485
2614204,864,PE,0,65,2.7,2.6,3.2,3.3,158.2,155.96,170.26,176.05,152.4,141.85,153.25,153.12,32913,1.890890952,0.185682856,0.178349923,0.196574143,0.245605741,0.436
2614303,551,PE,1,517,3.4,3.3,3.5,4,183.4,170.23,178.19,181.51,175.4,162.55,163.16,166.43,10638,-0.045101626,1.557518933,1.565202441,1.734014283,2.099433664,0.44
2614402,871,PE,0,310,2.3,4,3.3,4.1,154,191.17,165.74,189.87,147.4,164.37,150.68,167.55,5377,1.318886624,0.482492717,0.596627675,0.663957449,0.66155293,0.403
2614501,876,PE,0,99,3.2,3.4,3.7,3.9,173.2,181.6,184.82,186.88,164.4,163.11,170.63,169.61,52771,0.01820678,4.809480705,5.987980019,6.516451645,6.249431952,0.494
2614600,878,PE,0,298,3.1,3.4,4,4,170.2,170.97,188.73,185.49,160.4,155.42,162.33,165.51,24904,4.426147028,1.659752036,1.820897352,1.943371587,1.970348406,0.475
2614709,881,PE,0,158,2.5,3.3,3,3.4,163.4,198.01,173.83,181.27,155.4,171.01,153.92,163.41,13715,-0.235663509,2.707602339,2.801804124,2.98862231,3.195096907,0.397
2614808,882,PE,0,378,3.6,2.9,3.8,4.3,176.8,158.91,177.59,188.73,166.4,139.41,158.51,169.61,16936,3.394961622,1.571920123,1.824091304,2.06312332,2.30634262,0.411
2614857,884,PE,0,82,3.2,3.7,3.3,3.4,164.8,181.75,168.3,171.24,160.8,162.29,154.17,162.83,18831,1.82363146,11.25490196,11.3601023,13.09291925,15.55195954,0.402
2615003,890,PE,0,129,3.6,3.7,3.4,4.1,172.2,181.35,169.95,187.22,165.2,165.2,156.21,168.37,21426,-2.735268572,1.720457375,1.830046776,2.179830472,2.060551987,0.48
2615102,900,PE,0,221,2.4,3.1,3.7,3.9,155.6,182.67,190.66,205.08,151.6,170.13,170.26,178.95,5994,3.156880582,0.365835857,0.40955827,0.442472376,0.46096439,0.352
2615201,901,PE,0,496,3.2,3.4,3.6,4.6,173.8,179.6,187.72,205.98,160.6,162.56,164.88,178.28,8045,4.915033917,0.847173145,0.959293435,1.800334889,0.980722533,0.494
2615300,905,PE,0,78,3.3,3.5,3.5,3.9,175.2,178.56,174.74,187.43,169.8,159.56,161.45,173.72,56687,-3.218624529,13.60718847,14.26958274,15.49936558,14.38800463,0.489
2615409,907,PE,0,130,2.4,2.5,2.9,3.6,176.8,178.27,179.06,187.31,162.4,153.14,157.23,165.54,26119,9.968995507,10.50415312,12.83930571,13.04581673,17.53918273,0.481
2615508,909,PE,0,48,3.3,3,3.3,3.4,173,170.02,171.72,173.67,160.6,154.57,150.44,162.27,12682,-1.309371975,1.572135958,1.646372975,1.923625318,1.91307213,0.444
2615706,912,PE,0,356,3.4,4.2,3.6,4.7,171.2,193.02,170.88,204.23,161.2,176.5,153.91,173.67,14846,-1.780934617,6.266484268,6.114578371,6.481339928,7.006353528,0.552
2615805,914,PE,0,282,2.6,3.3,4.1,3.8,185.2,178.2,197.83,194.01,165.6,158.44,165.9,169.2,21837,3.28372883,0.487141985,0.592784513,0.661272058,0.758129705,0.343
2615904,915,PE,0,273,3.5,3.8,4.4,4.7,180,185.94,209.17,203.18,171.8,163.17,180.15,181.69,8177,-0.965247116,2.651022644,2.96872779,3.04493617,3.308570359,0.528
2616001,935,PE,0,227,2.5,2.7,3.4,4.2,167.6,170.72,186.72,185.58,151.2,148.92,163.67,170.51,14334,5.069671662,2.242117376,2.679005481,2.953445636,2.895791726,0.472
2616100,938,PE,1,451,2.8,2.8,2.9,3.4,160.8,157.86,156.14,172.17,148.8,142.26,141.67,154.72,9293,-0.255002834,1.178601375,1.210408409,1.513542795,1.598264376,0.46
2616209,940,PE,0,123,2.4,2.6,3.3,3.9,159.4,165.98,186.13,193.25,148.8,144.62,162.89,170.43,15396,2.240795537,4.24171608,4.963449766,5.56140963,7.492307692,0.452
2616308,941,PE,0,66,2.4,2.9,3,3.2,158.4,168.82,166.88,169.66,146.2,156.2,154.65,156.36,29322,4.429156753,8.461077179,8.168643871,8.785762407,9.823775889,0.455
2616407,948,PE,0,46,3,3,3.8,3.4,170.2,174.21,183.95,174.21,165.4,159.15,167.28,159.41,124351,2.112919533,27.48873938,24.35830066,27.9803597,34.85047079,0.519
2616506,950,PE,0,117,2.6,2.5,3.1,3.3,164,161.09,165.78,169.47,162.4,149.33,153.36,153.1,15424,1.226733452,0.257427504,0.282211614,0.324950326,0.324550407,0.365
